shell,N,Theta,theta_deg,Fp,Fm,Fp_norm,Fm_norm,rho,hard_p,hard_m,res_p,res_m
3,37,10.0,1.643989873053573,3.3435442691504673,1.3663129288169165,0.9593770218012463,0.960679805744687,0.41980706786330113,15.614973135871782,24.865306781698685,3.7100081532564773e-14,3.3789875098452615e-14
3,37,11.0,1.8083888603589302,3.313615972760888,1.3544950982627044,0.9507895716147066,0.952370471241811,0.4196817180848699,15.372041679449335,24.55017940290662,1.7324729467317215e-14,1.0923706066855121e-13
3,37,12.0,1.9727878476642875,3.2807793018337708,1.3415287018129827,0.941367609461973,0.943253558886079,0.41954162260299904,15.109895018708704,24.208846024207993,8.38186950113197e-16,7.445630595090825e-14
3,37,13.0,2.137186834969645,3.245029531133079,1.327410965401097,0.9311097795114751,0.9333271181800917,0.41938622649884694,14.829534516776889,23.842278174029104,5.396846080438195e-15,1.2916776617131283e-13
3,37,14.0,2.301585822275002,3.2063659585826514,1.312140296465658,0.9200158803135888,0.9225900293645801,0.41921501381140414,14.532019318971996,23.451504766634365,5.469475474169253e-14,4.948032333760333e-14
3,37,15.0,2.4659848095803594,3.164792789792034,1.2957165806615558,0.9080871186013005,0.9110422120413898,0.41902752665676196,14.21845930852096,23.037606314975033,3.0184188481996443e-16,7.442378854489119e-14
3,37,16.0,2.6303837968857167,3.1203200096437285,1.278141480461509,0.8953263593783507,0.8986848351257339,0.41882338479633785,13.890007676633765,22.601709026272495,3.263831628658415e-14,4.690372747310561e-15
3,37,17.0,2.794782784191074,3.0729642253448364,1.2594187315100867,0.881738367819538,0.8855205252181687,0.4186023054506904,13.54785317285559,22.144978837867846,9.188624516169053e-15,1.2537916303695956e-14
3,37,18.0,2.9591817714964312,3.022749465838529,1.2395544325954806,0.8673300386491671,0.8715535704890919,0.4183641231912634,13.193212109216525,21.66861544903879,1.4147982069440092e-14,9.855858041507104e-15
3,37,19.0,3.1235807588017885,2.9697079234010197,1.2185573251610604,0.8521106089305436,0.8567901172084694,0.41810880980882625,12.827320197090735,21.173846402076204,9.451905848472937e-15,3.847307786821829e-14
3,37,20.0,3.287979746107146,2.913880624666999,1.1964390583880862,0.8360918506060839,0.8412383561303765,0.417836494168353,12.451424297895977,20.661921262999066,2.8954828690799084e-14,2.267854912343959e-14
3,37,21.0,3.452378733412503,2.8553180203046082,1.1732144360411247,0.8192882396952015,0.8249086960545606,0.41754748223856025,12.066774166538538,20.13410594893358,3.4566125994998443e-15,2.6780281905493053e-14
3,37,22.0,3.6167777207178604,2.794080485226963,1.1489016414765467,0.801717099822073,0.8078139220340631,0.41724227776955497,11.674614258007828,19.591677245447514,1.4722135144534095e-14,6.628078786405582e-15
3,37,23.0,3.7811767080232177,2.7302387248279048,1.123522437468739,0.7833987187785465,0.7899693358767125,0.41692160455570254,11.276175649732828,19.03591755306956,4.3204231001874343e-16,1.56606141269459e-14
3,37,24.0,3.945575695328575,2.6638740877700777,1.097102337804836,0.7643564382737228,0.7713928767965432,0.4165864319997009,10.872668099726711,18.46810989788331,1.9007082049051135e-14,5.720730909827329e-14
